J8515632 GPS Records(1760)					
Time Range:2019-02-02 13:20:00 To 2019-02-03 14:46:00					
NO.	GPS Time	Latitude	Longitude	Speed(KM/H)	Direction
417	2019-02-02 19:16:52	24.914345	89.351778	38	South[167]
418	2019-02-02 19:17:22	24.910814	89.352694	55	South[165]
419	2019-02-02 19:17:52	24.907180	89.354116	47	Southeast[157]
420	2019-02-02 19:18:22	24.904118	89.355183	44	Southeast[155]
421	2019-02-02 19:18:52	24.901196	89.356276	35	South[162]
422	2019-02-02 19:19:22	24.898692	89.357663	33	Southeast[140]
423	2019-02-02 19:19:52	24.896225	89.358952	46	South[164]
424	2019-02-02 19:20:22	24.893598	89.359609	34	South[170]
425	2019-02-02 19:20:52	24.891878	89.359832	23	South[174]
426	2019-02-02 19:21:22	24.890232	89.360089	21	South[167]
427	2019-02-02 19:22:22	24.888938	89.360214	12	Southwest[206]
428	2019-02-02 19:22:52	24.887327	89.358792	16	Southwest[219]
429	2019-02-02 19:23:22	24.886394	89.357974	21	Southwest[220]
430	2019-02-02 19:23:52	24.884547	89.356312	34	Southwest[218]
431	2019-02-02 19:24:22	24.882438	89.354436	36	Southwest[217]
432	2019-02-02 19:24:52	24.880794	89.353014	10	Southwest[213]
433	2019-02-02 19:25:22	24.879078	89.352054	40	South[200]
434	2019-02-02 19:25:52	24.876265	89.351885	38	South[175]
435	2019-02-02 19:26:22	24.872547	89.352143	57	South[173]
436	2019-02-02 19:26:52	24.868154	89.352472	57	South[182]
437	2019-02-02 19:27:22	24.863716	89.351654	60	South[191]
438	2019-02-02 19:27:52	24.860058	89.350907	50	South[190]
439	2019-02-02 19:28:52	24.857552	89.350392	12	South[189]
440	2019-02-02 19:29:22	24.856498	89.350178	29	South[189]
441	2019-02-02 19:29:52	24.854049	89.349663	37	South[191]
442	2019-02-02 19:35:23	24.852520	89.349316	19	South[184]
443	2019-02-02 19:35:53	24.850080	89.348836	43	South[191]
444	2019-02-02 19:36:23	24.847076	89.348214	11	South[190]
445	2019-02-02 19:36:53	24.845438	89.347867	34	South[190]
446	2019-02-02 19:40:23	24.842154	89.347156	10	South[187]
447	2019-02-02 19:40:53	24.841340	89.347058	18	South[191]
448	2019-02-02 19:41:23	24.839174	89.346623	19	South[181]
449	2019-02-02 19:41:53	24.837323	89.346783	38	South[169]
450	2019-02-02 19:42:23	24.834029	89.348098	49	Southeast[151]
451	2019-02-02 19:42:53	24.831156	89.350738	44	Southeast[134]
452	2019-02-02 19:43:23	24.828880	89.353316	43	Southeast[134]
453	2019-02-02 19:43:53	24.827714	89.354649	24	Southeast[131]
454	2019-02-02 19:44:23	24.826769	89.355707	16	Southeast[133]
455	2019-02-02 19:44:53	24.825254	89.357405	35	Southeast[133]
456	2019-02-02 19:45:23	24.823787	89.359085	25	Southeast[133]
457	2019-02-02 19:45:53	24.822192	89.361885	44	Southeast[113]
458	2019-02-02 19:46:53	24.821678	89.363529	20	East[109]
459	2019-02-02 19:47:23	24.821218	89.365094	21	East[108]
460	2019-02-02 19:47:53	24.820363	89.368169	49	East[107]
461	2019-02-02 19:48:23	24.819109	89.372552	58	East[108]
462	2019-02-02 19:48:53	24.817252	89.376400	52	Southeast[126]
463	2019-02-02 19:49:23	24.815985	89.378392	21	Southeast[123]
464	2019-02-02 19:49:36	24.815685	89.379040	22	East[93]
465	2019-02-02 19:49:46	24.815629	89.379556	15	Southeast[138]
466	2019-02-02 19:49:57	24.815178	89.379734	19	South[169]
467	2019-02-02 19:50:27	24.813703	89.380054	16	South[167]
468	2019-02-02 19:50:57	24.812894	89.380232	14	South[167]
469	2019-02-02 19:51:27	24.811300	89.380774	25	Southeast[157]
470	2019-02-02 19:51:57	24.809438	89.381840	26	Southeast[152]
471	2019-02-02 19:52:27	24.807525	89.382916	31	Southeast[156]
472	2019-02-02 19:52:57	24.805420	89.383760	27	South[160]
473	2019-02-02 19:53:27	24.803645	89.384898	29	Southeast[142]
474	2019-02-02 19:53:57	24.801863	89.386454	30	Southeast[149]
475	2019-02-02 19:54:18	24.800232	89.386472	38	South[179]
476	2019-02-02 19:54:48	24.797989	89.386534	27	South[173]
477	2019-02-02 19:55:18	24.795654	89.386845	41	South[171]
478	2019-02-02 19:55:48	24.792827	89.387645	33	South[158]
479	2019-02-02 19:56:18	24.790258	89.388827	36	Southeast[154]
480	2019-02-02 19:56:48	24.787756	89.390187	29	Southeast[149]
481	2019-02-02 19:57:18	24.785554	89.391183	31	South[171]
482	2019-02-02 19:57:48	24.783307	89.392072	35	Southeast[146]
483	2019-02-02 19:58:18	24.780987	89.393414	36	South[161]
484	2019-02-02 19:58:48	24.778236	89.394187	37	South[165]
485	2019-02-02 19:59:18	24.775289	89.395245	48	Southeast[155]
486	2019-02-02 19:59:48	24.773060	89.396116	25	South[171]
487	2019-02-02 20:00:18	24.771400	89.396312	22	South[184]
488	2019-02-02 20:00:48	24.769520	89.396418	31	South[176]
489	2019-02-02 20:01:18	24.767027	89.395849	37	South[190]
490	2019-02-02 20:01:48	24.764076	89.396178	39	South[172]
491	2019-02-02 20:02:48	24.760803	89.396374	12	South[179]
492	2019-02-02 20:03:18	24.759516	89.396605	20	South[165]
493	2019-02-02 20:03:48	24.757476	89.397023	18	South[181]
494	2019-02-02 20:04:18	24.756056	89.397076	11	South[181]
495	2019-02-02 20:04:48	24.754185	89.397076	38	South[180]
496	2019-02-02 20:05:18	24.750509	89.397227	56	South[181]
497	2019-02-02 20:05:48	24.746976	89.397174	19	South[175]
498	2019-02-02 20:06:18	24.744745	89.397254	44	South[177]
499	2019-02-02 20:06:48	24.741052	89.397512	41	South[181]
500	2019-02-02 20:07:18	24.737714	89.396978	52	South[188]
501	2019-02-02 20:07:48	24.735127	89.396756	29	South[178]
502	2019-02-02 20:08:18	24.733034	89.396934	28	South[173]
503	2019-02-02 20:08:48	24.730598	89.397183	39	South[184]
504	2019-02-02 20:09:18	24.728165	89.396800	30	South[179]
505	2019-02-02 20:09:48	24.725769	89.396854	28	South[185]
506	2019-02-02 20:10:18	24.723876	89.396320	29	Southwest[203]
507	2019-02-02 20:10:48	24.721847	89.395796	29	South[188]
508	2019-02-02 20:11:18	24.719587	89.395840	38	South[176]
509	2019-02-02 20:11:48	24.715674	89.395085	61	South[192]
510	2019-02-02 20:12:18	24.711058	89.395103	55	South[174]
511	2019-02-02 20:12:48	24.706758	89.396240	55	South[161]
512	2019-02-02 20:13:18	24.702814	89.399058	61	Southeast[144]
513	2019-02-02 20:13:48	24.699452	89.401609	57	Southeast[138]
514	2019-02-02 20:14:18	24.696243	89.403832	44	Southeast[152]
515	2019-02-02 20:14:48	24.693323	89.405503	45	Southeast[152]
516	2019-02-02 20:15:18	24.690438	89.407156	43	Southeast[153]
517	2019-02-02 20:15:48	24.687556	89.409236	53	Southeast[155]
518	2019-02-02 20:16:18	24.683965	89.410356	54	South[181]
519	2019-02-02 20:16:48	24.680052	89.411200	54	Southeast[156]
520	2019-02-02 20:17:18	24.676149	89.413200	53	Southeast[153]
521	2019-02-02 20:17:48	24.673218	89.414952	40	Southeast[151]
522	2019-02-02 20:18:18	24.671354	89.415965	34	Southeast[154]
523	2019-02-02 20:18:48	24.668634	89.417378	42	Southeast[153]
524	2019-02-02 20:19:18	24.665634	89.418978	46	Southeast[153]
525	2019-02-02 20:19:48	24.662727	89.420543	32	Southeast[151]
526	2019-02-02 20:20:18	24.660278	89.421858	47	Southeast[152]
527	2019-02-02 20:20:48	24.658025	89.423138	33	Southeast[153]
528	2019-02-02 20:21:18	24.655632	89.424036	26	South[175]
529	2019-02-02 20:21:48	24.653249	89.424258	39	South[161]
530	2019-02-02 20:22:18	24.650232	89.425938	47	Southeast[135]
531	2019-02-02 20:22:48	24.647487	89.428756	51	Southeast[142]
532	2019-02-02 20:23:18	24.644889	89.430160	44	Southeast[157]
533	2019-02-02 20:23:48	24.641743	89.431645	50	Southeast[154]
534	2019-02-02 20:24:18	24.638312	89.433254	51	Southeast[157]
535	2019-02-02 20:24:48	24.634783	89.435538	37	Southeast[147]
536	2019-02-02 20:25:18	24.632818	89.436605	30	South[166]
537	2019-02-02 20:25:48	24.629692	89.436383	39	South[171]
538	2019-02-02 20:26:18	24.626989	89.436996	41	South[167]
539	2019-02-02 20:26:48	24.625560	89.437263	18	South[169]
540	2019-02-02 20:27:18	24.623972	89.437618	30	South[167]
541	2019-02-02 20:27:48	24.620954	89.438640	49	South[161]
542	2019-02-02 20:28:18	24.618294	89.439716	28	South[160]
543	2019-02-02 20:28:48	24.616003	89.440596	33	South[160]
544	2019-02-02 20:29:18	24.613147	89.441565	34	South[169]
545	2019-02-02 20:29:48	24.610656	89.441725	35	South[177]
546	2019-02-02 20:30:18	24.608574	89.442143	39	South[161]
547	2019-02-02 20:30:48	24.606107	89.443405	31	Southeast[155]
548	2019-02-02 20:31:18	24.603443	89.444792	37	Southeast[153]
549	2019-02-02 20:31:48	24.601425	89.446125	42	Southeast[140]
550	2019-02-02 20:32:18	24.599545	89.448685	47	Southeast[124]
551	2019-02-02 20:32:34	24.597980	89.450080	48	Southeast[155]
552	2019-02-02 20:33:04	24.594687	89.451752	30	Southeast[153]
553	2019-02-02 20:33:34	24.592480	89.452863	41	Southeast[154]
554	2019-02-02 20:34:04	24.589872	89.454249	28	Southeast[153]
555	2019-02-02 20:34:34	24.587758	89.455112	29	South[166]
556	2019-02-02 20:35:04	24.585556	89.456356	42	Southeast[139]
557	2019-02-02 20:35:34	24.582523	89.459200	57	Southeast[139]
558	2019-02-02 20:36:04	24.579669	89.462658	49	Southeast[140]
559	2019-02-02 20:36:16	24.578380	89.463209	41	South[171]
560	2019-02-02 20:36:46	24.575498	89.463645	41	South[170]
561	2019-02-02 20:37:03	24.573765	89.464232	42	Southeast[138]
562	2019-02-02 20:37:11	24.573323	89.465040	36	East[103]
563	2019-02-02 20:38:11	24.573289	89.466943	16	East[90]
564	2019-02-02 20:38:41	24.572907	89.469867	50	East[111]
565	2019-02-02 20:39:11	24.571289	89.474480	66	East[109]
566	2019-02-02 20:39:41	24.570392	89.479583	59	East[92]
567	2019-02-02 20:40:01	24.569792	89.482765	59	Southeast[124]
568	2019-02-02 20:40:31	24.566729	89.486347	58	Southeast[132]
569	2019-02-02 20:41:01	24.563920	89.489556	55	Southeast[134]
570	2019-02-02 20:41:31	24.561874	89.493094	40	Southeast[117]
571	2019-02-02 20:42:01	24.560396	89.496258	51	Southeast[115]
572	2019-02-02 20:42:31	24.558292	89.499467	29	Southeast[140]
573	2019-02-02 20:43:01	24.557123	89.500427	24	Southeast[144]
574	2019-02-02 20:43:31	24.555172	89.502072	39	Southeast[140]
575	2019-02-02 20:44:01	24.553429	89.503583	21	Southeast[140]
576	2019-02-02 20:44:31	24.552156	89.504694	19	Southeast[141]
577	2019-02-02 20:45:01	24.551456	89.505307	9	Southeast[142]
578	2019-02-02 20:45:31	24.550603	89.505956	14	Southeast[154]
579	2019-02-02 21:05:22	24.550129	89.506089	17	South[189]
580	2019-02-02 21:05:49	24.548023	89.506489	25	Southeast[157]
581	2019-02-02 21:06:19	24.546194	89.507520	23	Southeast[151]
582	2019-02-02 21:07:19	24.544385	89.508480	31	Southeast[151]
583	2019-02-02 21:07:49	24.543036	89.509307	23	Southeast[148]
584	2019-02-02 21:08:19	24.540807	89.510569	45	Southeast[152]
585	2019-02-02 21:08:49	24.537174	89.511280	52	South[177]
586	2019-02-02 21:09:19	24.533652	89.511360	34	South[183]
587	2019-02-02 21:09:49	24.529972	89.511440	56	South[178]
588	2019-02-02 21:10:19	24.525425	89.511574	61	South[177]
589	2019-02-02 21:10:49	24.521734	89.511912	51	South[172]
590	2019-02-02 21:11:19	24.517603	89.512160	48	South[186]
591	2019-02-02 21:11:49	24.514956	89.511760	23	South[186]
592	2019-02-02 21:12:19	24.512756	89.511476	35	South[189]
593	2019-02-02 21:12:49	24.509374	89.510676	53	South[195]
594	2019-02-02 21:13:19	24.506936	89.509796	26	South[200]
595	2019-02-02 21:13:49	24.504280	89.508978	37	South[196]
596	2019-02-02 21:14:18	24.502258	89.508916	27	South[166]
597	2019-02-02 21:14:48	24.500532	89.509147	19	South[172]
598	2019-02-02 21:15:18	24.498783	89.509289	40	South[182]
599	2019-02-02 21:15:48	24.496094	89.508516	22	South[192]
600	2019-02-02 21:16:18	24.494169	89.507965	37	South[195]
601	2019-02-02 21:16:36	24.492267	89.507725	49	South[160]
602	2019-02-02 21:16:42	24.491656	89.508249	53	Southeast[130]
603	2019-02-02 21:17:12	24.490316	89.511067	38	Southeast[117]
604	2019-02-02 21:17:33	24.488949	89.512614	33	Southeast[149]
605	2019-02-02 21:18:03	24.486332	89.514063	50	Southeast[150]
606	2019-02-02 21:18:30	24.483316	89.516569	61	Southeast[119]
607	2019-02-02 21:19:00	24.481174	89.520809	31	Southeast[128]
608	2019-02-02 21:19:30	24.479652	89.522534	22	Southeast[130]
609	2019-02-02 21:20:00	24.479056	89.523183	12	Southeast[139]
610	2019-02-02 21:20:30	24.478503	89.523823	9	Southeast[138]
611	2019-02-02 21:21:00	24.477836	89.524534	20	Southeast[141]
612	2019-02-02 21:21:30	24.476740	89.525876	19	Southeast[138]
613	2019-02-02 21:22:00	24.474589	89.528178	45	Southeast[140]
614	2019-02-02 21:22:30	24.472929	89.529752	17	Southeast[141]
615	2019-02-02 21:23:00	24.471874	89.530605	15	Southeast[148]
616	2019-02-02 21:23:30	24.471080	89.531085	9	South[160]
617	2019-02-02 21:24:00	24.470287	89.531520	19	Southeast[154]
618	2019-02-02 21:24:30	24.468558	89.532160	22	South[172]
619	2019-02-02 21:25:00	24.466247	89.532489	25	South[170]
620	2019-02-02 21:25:23	24.464700	89.533307	32	Southeast[140]
621	2019-02-02 21:25:49	24.463069	89.535352	39	East[109]
622	2019-02-02 21:26:19	24.461836	89.538152	31	Southeast[119]
623	2019-02-02 21:26:49	24.460623	89.540765	42	Southeast[116]
624	2019-02-02 21:27:06	24.459443	89.542578	48	Southeast[149]
625	2019-02-02 21:27:36	24.457080	89.544107	22	Southeast[152]
626	2019-02-02 21:28:06	24.455616	89.544889	26	South[162]
627	2019-02-02 21:28:36	24.452438	89.545698	53	South[173]
628	2019-02-02 21:29:06	24.449020	89.546285	43	South[171]
629	2019-02-02 21:29:36	24.446514	89.546694	34	South[170]
630	2019-02-02 21:30:06	24.443236	89.547076	40	South[180]
631	2019-02-02 21:30:36	24.440300	89.547174	35	South[177]
632	2019-02-02 21:31:06	24.437563	89.547200	47	South[178]
633	2019-02-02 21:31:36	24.434316	89.547272	51	South[179]
634	2019-02-02 21:32:06	24.431587	89.547307	35	South[180]
635	2019-02-02 21:32:36	24.429172	89.547432	35	South[165]
636	2019-02-02 21:33:06	24.426714	89.548436	33	South[160]
637	2019-02-02 21:33:36	24.424647	89.549325	22	South[160]
638	2019-02-02 21:34:06	24.422998	89.550063	21	Southeast[154]
639	2019-02-02 21:34:36	24.421758	89.550623	7	South[160]
640	2019-02-02 21:54:27	24.421272	89.550907	7	South[168]
641	2019-02-02 21:54:57	24.419663	89.551556	27	Southeast[156]
642	2019-02-02 21:55:04	24.419323	89.551778	16	Southeast[117]
643	2019-02-02 21:55:15	24.419243	89.552392	19	East[84]
644	2019-02-02 21:55:45	24.419458	89.554303	23	East[83]
645	2019-02-02 21:56:15	24.419720	89.556720	40	East[81]
646	2019-02-02 21:56:45	24.420309	89.560543	48	East[78]
647	2019-02-02 21:57:15	24.421178	89.564872	56	East[76]
648	2019-02-02 21:57:45	24.422067	89.569325	50	East[78]
649	2019-02-02 21:58:15	24.422778	89.573272	54	East[78]
650	2019-02-02 21:58:45	24.423656	89.577698	44	East[78]
651	2019-02-02 21:59:15	24.424216	89.580836	47	East[75]
652	2019-02-02 21:59:45	24.424094	89.585218	59	East[95]
653	2019-02-02 22:00:15	24.423609	89.589636	34	East[97]
654	2019-02-02 22:00:45	24.423363	89.591734	26	East[97]
655	2019-02-02 22:01:15	24.422992	89.595005	48	East[95]
656	2019-02-02 22:01:45	24.421989	89.599245	58	Southeast[117]
657	2019-02-02 22:02:15	24.419916	89.604178	70	East[112]
658	2019-02-02 22:02:45	24.418396	89.608818	62	East[109]
659	2019-02-02 22:03:15	24.416769	89.613796	64	East[111]
660	2019-02-02 22:03:45	24.415420	89.617920	44	East[111]
661	2019-02-02 22:04:15	24.414234	89.621076	41	East[112]
662	2019-02-02 22:04:45	24.412987	89.623974	41	Southeast[118]
663	2019-02-02 22:05:15	24.411463	89.627209	50	Southeast[118]
664	2019-02-02 22:05:45	24.409843	89.630347	41	Southeast[121]
665	2019-02-02 22:06:15	24.407925	89.633574	54	Southeast[122]
666	2019-02-02 22:06:45	24.405774	89.636952	48	Southeast[127]
667	2019-02-02 22:07:15	24.403556	89.640712	54	East[107]
668	2019-02-02 22:07:45	24.402427	89.645298	53	East[105]
669	2019-02-02 22:08:15	24.401525	89.648916	33	East[108]
670	2019-02-02 22:08:45	24.400612	89.652240	52	East[105]
671	2019-02-02 22:09:15	24.399467	89.656552	50	East[106]
672	2019-02-02 22:09:45	24.398332	89.661414	63	East[102]
673	2019-02-02 22:10:15	24.397467	89.665538	35	East[103]
674	2019-02-02 22:10:45	24.396487	89.669485	56	East[111]
675	2019-02-02 22:11:15	24.395074	89.674089	67	East[97]
676	2019-02-02 22:11:45	24.395100	89.679227	47	East[86]
677	2019-02-02 22:12:15	24.395092	89.683920	64	East[88]
678	2019-02-02 22:12:45	24.395176	89.689272	55	East[86]
679	2019-02-02 22:13:15	24.394934	89.692623	30	East[101]
680	2019-02-02 22:13:45	24.394367	89.694667	32	East[107]
681	2019-02-02 22:14:15	24.393769	89.697352	38	East[104]
682	2019-02-02 22:14:45	24.393212	89.700818	44	East[97]
683	2019-02-02 22:15:15	24.392843	89.704214	30	East[93]
684	2019-02-02 22:15:45	24.392654	89.707503	45	East[93]
685	2019-02-02 22:16:15	24.392520	89.710196	33	East[91]
686	2019-02-02 22:16:45	24.392454	89.713058	31	East[88]
687	2019-02-02 22:17:15	24.392467	89.716107	30	East[89]
688	2019-02-02 22:17:45	24.392632	89.719387	39	East[85]
689	2019-02-02 22:18:15	24.392896	89.721965	28	East[81]
690	2019-02-02 22:18:45	24.393298	89.724534	23	East[82]
691	2019-02-02 22:19:15	24.393885	89.727520	47	East[75]
692	2019-02-02 22:19:45	24.394745	89.731040	34	East[73]
693	2019-02-02 22:20:15	24.395396	89.733600	35	East[75]
694	2019-02-02 22:20:45	24.396116	89.737120	44	East[80]
695	2019-02-02 22:21:15	24.396469	89.739849	35	East[93]
696	2019-02-02 22:21:45	24.396680	89.743992	58	East[80]
697	2019-02-02 22:22:15	24.397796	89.748000	13	East[73]
698	2019-02-02 22:23:45	24.398060	89.750303	41	East[82]
699	2019-02-02 22:24:15	24.398692	89.754365	58	East[80]
700	2019-02-02 22:24:45	24.399292	89.759396	62	East[84]
701	2019-02-02 22:25:15	24.399740	89.764623	63	East[86]
702	2019-02-02 22:25:45	24.399969	89.769867	65	East[88]
703	2019-02-02 22:26:15	24.399940	89.775165	65	East[90]
704	2019-02-02 22:26:45	24.399727	89.780525	64	East[93]
705	2019-02-02 22:27:15	24.399289	89.785769	62	East[95]
706	2019-02-02 22:27:45	24.398667	89.790863	63	East[98]
707	2019-02-02 22:28:15	24.397816	89.796045	64	East[102]
708	2019-02-02 22:28:45	24.396752	89.801334	65	East[103]
709	2019-02-02 22:32:15	24.395489	89.807005	35	East[106]
710	2019-02-02 22:32:45	24.394476	89.810703	54	East[112]
711	2019-02-02 22:33:15	24.392354	89.814374	44	Southeast[127]
712	2019-02-02 22:33:45	24.390692	89.816952	50	Southeast[123]
713	2019-02-02 22:34:15	24.388638	89.821058	59	East[110]
714	2019-02-02 22:34:45	24.387538	89.825307	49	East[107]
715	2019-02-02 22:35:15	24.386572	89.828872	42	East[106]
716	2019-02-02 22:35:45	24.385623	89.832560	49	East[103]
717	2019-02-02 22:36:15	24.384978	89.835654	36	East[100]
718	2019-02-02 22:36:45	24.384525	89.838445	37	East[98]
719	2019-02-02 22:37:15	24.384223	89.841236	31	East[95]
720	2019-02-02 22:37:45	24.384054	89.843903	29	East[91]
721	2019-02-02 22:38:15	24.384005	89.846063	14	East[95]
722	2019-02-02 22:38:45	24.383965	89.847058	18	East[94]
723	2019-02-02 22:39:15	24.383914	89.849369	32	East[90]
724	2019-02-02 22:39:45	24.383760	89.853369	58	East[92]
725	2019-02-02 22:40:15	24.383047	89.858489	65	Southeast[117]
726	2019-02-02 22:40:45	24.380796	89.862880	42	Southeast[117]
727	2019-02-02 22:41:15	24.379667	89.865076	47	Southeast[119]
728	2019-02-02 22:41:45	24.377712	89.868925	58	Southeast[119]
729	2019-02-02 22:42:15	24.375452	89.873369	63	Southeast[119]
730	2019-02-02 22:42:45	24.373060	89.877876	63	Southeast[122]
731	2019-02-02 22:43:15	24.370367	89.882116	58	Southeast[128]
732	2019-02-02 22:43:45	24.368136	89.885049	50	Southeast[130]
733	2019-02-02 22:44:15	24.365163	89.888560	62	Southeast[134]
734	2019-02-02 22:44:45	24.361807	89.892232	63	Southeast[134]
735	2019-02-02 22:45:15	24.358378	89.896000	67	Southeast[133]
736	2019-02-02 22:45:45	24.355292	89.899858	59	Southeast[129]
737	2019-02-02 22:46:15	24.352892	89.903467	44	Southeast[125]
738	2019-02-02 22:46:45	24.351172	89.906445	44	Southeast[122]
739	2019-02-02 22:47:15	24.349280	89.910374	59	Southeast[116]
740	2019-02-02 22:47:45	24.347332	89.915325	65	East[109]
741	2019-02-02 22:48:15	24.345669	89.919538	51	Southeast[123]
742	2019-02-02 22:48:45	24.343960	89.921494	25	Southeast[147]
743	2019-02-02 22:49:15	24.342274	89.922543	20	Southeast[149]
744	2019-02-02 22:49:45	24.340225	89.923912	36	Southeast[145]
745	2019-02-02 22:50:15	24.338052	89.924916	42	South[169]
746	2019-02-02 22:50:45	24.336187	89.925005	10	South[181]
747	2019-02-02 22:51:15	24.335205	89.924987	13	South[182]
748	2019-02-02 22:51:45	24.334129	89.924996	13	South[178]
749	2019-02-02 22:52:15	24.332525	89.924987	24	South[176]
750	2019-02-02 22:52:45	24.329280	89.924996	49	South[179]
751	2019-02-02 22:53:15	24.327347	89.924996	35	South[181]
752	2019-02-02 22:53:45	24.323403	89.924418	61	South[185]
753	2019-02-02 22:54:15	24.318754	89.924738	55	South[177]
754	2019-02-02 22:54:42	24.316054	89.924027	28	Southwest[207]
755	2019-02-02 22:55:12	24.314185	89.923049	31	Southwest[203]
756	2019-02-02 22:55:42	24.310798	89.922036	55	South[200]
757	2019-02-02 22:56:12	24.306672	89.920454	60	South[194]
758	2019-02-02 22:56:42	24.302836	89.919796	53	South[187]
759	2019-02-02 22:57:12	24.299145	89.919263	37	South[186]
760	2019-02-02 22:57:42	24.296854	89.918978	36	South[188]
761	2019-02-02 22:58:12	24.293676	89.918605	36	South[184]
762	2019-02-02 22:58:42	24.291203	89.918418	40	South[184]
763	2019-02-02 22:59:12	24.289116	89.918223	29	South[185]
764	2019-02-02 22:59:42	24.286474	89.917805	36	South[183]
765	2019-02-02 23:00:12	24.283872	89.917778	19	South[161]
766	2019-02-02 23:00:27	24.283509	89.917565	15	Southwest[235]
767	2019-02-02 23:00:30	24.283418	89.917485	17	South[201]
768	2019-02-02 23:00:58	24.281114	89.917485	44	South[170]
769	2019-02-02 23:01:28	24.277929	89.919156	29	Southeast[157]
770	2019-02-02 23:01:58	24.275092	89.920489	20	South[160]
771	2019-02-02 23:02:28	24.273663	89.921147	22	Southeast[157]
772	2019-02-02 23:02:58	24.271354	89.922365	32	Southeast[147]
773	2019-02-02 23:03:28	24.268974	89.924649	37	Southeast[120]
774	2019-02-02 23:03:37	24.268325	89.925227	28	Southeast[152]
775	2019-02-02 23:03:56	24.267167	89.925485	30	South[182]
776	2019-02-02 23:04:25	24.264536	89.924694	42	Southwest[221]
777	2019-02-02 23:04:55	24.263460	89.923618	25	Southwest[221]
778	2019-02-02 23:05:18	24.261578	89.922205	47	South[191]
779	2019-02-02 23:05:48	24.258336	89.921965	50	South[184]
780	2019-02-02 23:06:18	24.256445	89.921867	18	South[187]
781	2019-02-02 23:06:48	24.253803	89.921165	47	South[201]
782	2019-02-02 23:07:18	24.251465	89.919894	12	South[194]
783	2019-02-02 23:07:26	24.251345	89.920072	17	Southeast[117]
784	2019-02-02 23:07:56	24.250163	89.922738	45	Southeast[115]
785	2019-02-02 23:08:26	24.249429	89.925689	48	East[100]
786	2019-02-02 23:08:56	24.249438	89.928880	37	East[86]
787	2019-02-02 23:09:17	24.249256	89.931449	46	Southeast[117]
788	2019-02-02 23:09:35	24.248325	89.932765	39	Southeast[148]
789	2019-02-02 23:10:05	24.244889	89.934712	54	Southeast[152]
790	2019-02-02 23:10:16	24.243805	89.935725	45	Southeast[118]
791	2019-02-02 23:10:46	24.242883	89.938783	27	East[107]
792	2019-02-02 23:11:00	24.242609	89.939992	30	East[76]
793	2019-02-02 23:11:19	24.242374	89.941067	35	East[107]
794	2019-02-02 23:11:49	24.241136	89.944729	57	East[107]
795	2019-02-02 23:12:19	24.240207	89.947645	23	East[111]
796	2019-02-02 23:12:49	24.239774	89.949298	20	East[105]
797	2019-02-02 23:13:19	24.238965	89.950952	37	Southeast[121]
798	2019-02-02 23:13:49	24.236978	89.954098	25	Southeast[130]
799	2019-02-02 23:14:19	24.235805	89.955156	7	South[158]
800	2019-02-02 23:14:49	24.233852	89.956436	41	Southeast[142]
801	2019-02-02 23:15:19	24.232447	89.957796	20	Southeast[140]
802	2019-02-02 23:15:49	24.230149	89.959840	51	Southeast[141]
803	2019-02-02 23:16:19	24.226680	89.962845	62	Southeast[145]
804	2019-02-02 23:16:49	24.224100	89.964925	24	Southeast[141]
805	2019-02-02 23:17:19	24.222587	89.966249	16	Southeast[141]
806	2019-02-02 23:17:49	24.221452	89.967129	15	Southeast[140]
807	2019-02-02 23:18:19	24.220545	89.967938	17	Southeast[142]
808	2019-02-02 23:18:49	24.219449	89.968898	9	Southeast[141]
809	2019-02-02 23:19:19	24.218898	89.969414	16	Southeast[148]
810	2019-02-02 23:19:49	24.217323	89.971005	30	Southeast[134]
811	2019-02-02 23:20:19	24.215694	89.972889	50	Southeast[133]
812	2019-02-02 23:20:49	24.212532	89.976427	64	Southeast[133]
813	2019-02-02 23:21:19	24.210740	89.978498	33	Southeast[134]
814	2019-02-02 23:21:49	24.208143	89.981325	58	Southeast[143]
815	2019-02-02 23:22:19	24.204067	89.984463	71	Southeast[147]
816	2019-02-02 23:22:49	24.199098	89.987174	64	Southeast[154]
817	2019-02-02 23:23:19	24.195456	89.989218	62	Southeast[148]
818	2019-02-02 23:23:49	24.191465	89.992605	69	Southeast[143]
819	2019-02-02 23:24:19	24.188220	89.994756	26	Southeast[146]
820	2019-02-02 23:24:49	24.186645	89.997316	39	Southeast[123]
821	2019-02-02 23:25:19	24.184958	90.000258	52	Southeast[122]
822	2019-02-02 23:25:49	24.182452	90.004365	66	Southeast[122]
823	2019-02-02 23:26:19	24.179592	90.009058	68	Southeast[124]
824	2019-02-02 23:26:49	24.177209	90.012649	42	Southeast[123]
825	2019-02-02 23:27:19	24.175992	90.014676	31	Southeast[121]
826	2019-02-02 23:27:49	24.174952	90.016400	29	Southeast[138]
827	2019-02-02 23:28:19	24.173447	90.017103	19	South[164]
828	2019-02-02 23:28:49	24.171907	90.017280	35	South[181]
829	2019-02-02 23:29:19	24.168163	90.017476	59	South[176]
830	2019-02-02 23:29:49	24.163278	90.017885	68	South[173]
831	2019-02-02 23:30:19	24.158143	90.018392	69	South[176]
832	2019-02-02 23:30:49	24.152972	90.018676	64	South[178]
833	2019-02-02 23:31:19	24.150056	90.019032	43	South[165]
834	2019-02-02 23:31:49	24.148194	90.020107	16	Southeast[144]
